DrugMaster_ID	SourceSystem_Code	Drug_Code	DrugMaster_Code	Drug_Description	AltDrug_Description	OriginalDrug_Description	Universal_Code	GenericDrugType_Code	Schedule_Code	Manufacturer_Name	GenNHS_Code	Form_Code	Strength_Code	Generic_Name	PackSize_Qty	Type_Code	Class_Code	PBS_Code	PackMultiplier_Number	OverridePackSize_Qty	Processed	AutoDMC_Code	FailureType_Code	Created_DateTime	LastUpdate_DateTime	Mapped_DateTime	PBSItemValid	Column 28
NULL	ZDISPENSE	5D14FFFA-E227-4649-B00A-050BAB307D68	!UNMAPPED	CAFFEINE EQUIV/ERGOTAMINE 100/1 MG CAPSULES 50	CAFFEINE EQUIV/ERGOTAMINE 100/1 MG CAPSULES 50	CAFFEINE EQUIV/ERGOTAMINE 100/1 MG CAPSULES 50	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	5E14BE11-07F2-4263-847C-3B23BBD4EEAC	!UNMAPPED	DVA-DAA VSMR 99648P	DVA-DAA VSMR 99648P	DVA-DAA VSMR 99648P	270883	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	5E4E34D9-C44F-4C42-8AE9-2C96FA269929	!UNMAPPED	AIROEZE NEBULISER	AIROEZE NEBULISER	AIROEZE NEBULISER	9329336000050	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	5E8EE479-3B7C-4BA2-8E61-2D58ACF7DBE2	!UNMAPPED	NO GINKGO BILOBA 100 TABS  756	NO GINKGO BILOBA 100 TABS  756	NO GINKGO BILOBA 100 TABS  756	9316090075608	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	5E94544B-903C-47F0-B0FC-7AAB851F3A6F	!UNMAPPED	COUNTRY LIFE SOAP FORESTBRZE 6PKX12	COUNTRY LIFE SOAP FORESTBRZE 6PKX12	COUNTRY LIFE SOAP FORESTBRZE 6PKX12	9333441000577	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	5FA15206-B160-4AE4-A21F-384CC8EBF946	!UNMAPPED	SAS ANKSILON 10MG 100	SAS ANKSILON 10MG 100	SAS ANKSILON 10MG 100	7046261993456	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	6037C988-DD2A-42C3-891B-2E124F83B7C8	!UNMAPPED	CLOMIPRAMINE/METOCLOPRAMIDE 20MG/5MG 15C	CLOMIPRAMINE/METOCLOPRAMIDE 20MG/5MG 15C	CLOMIPRAMINE/METOCLOPRAMIDE 20MG/5MG 15C	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	604446D6-3201-44EF-840E-7F31116BCAEB	!UNMAPPED	PHCY CARE COLD&FLU D/NGHT PE24	PHCY CARE COLD&FLU D/NGHT PE24	PHCY CARE COLD&FLU D/NGHT PE24	9341571009377	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	6113C03D-A814-432F-8D64-45238180DDAB	!UNMAPPED	COLOVANTAGE HOME PHARMACY KITS	COLOVANTAGE HOME PHARMACY KITS	COLOVANTAGE HOME PHARMACY KITS	9348592000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	6158C4A0-FDE8-4C71-90E0-B5EFDB6B6CB4	!UNMAPPED	NORDETTE TAB  28X4	NORDETTE TAB  28X4	NORDETTE TAB  28X4	9315850162329	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	61C8479B-C761-4C76-AF28-DC03582D5CC4	!UNMAPPED	ETH NUT H/S COENZYME Q10 150MG 30 CAPS	ETH NUT H/S COENZYME Q10 150MG 30 CAPS	ETH NUT H/S COENZYME Q10 150MG 30 CAPS	9315771008621	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	62742E69-9C9F-42CD-AAFD-6CCF721571B6	!UNMAPPED	FLU QUADRI	FLU QUADRI	FLU QUADRI	21417337	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	62CE11F8-490A-42A5-8A2E-3D7311E2B11F	!UNMAPPED	BRONZ ZINC 30 50G	BRONZ ZINC 30 50G	BRONZ ZINC 30 50G	9310320090300	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	638A2D82-D7C7-4916-9D44-427A3AB1EB39	!UNMAPPED	EAR BAND IT WITH EAR PL MED	EAR BAND IT WITH EAR PL MED	EAR BAND IT WITH EAR PL MED	9312061904533	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	63CA5192-A415-4A64-B340-B403BBDB6700	!UNMAPPED	PC SUNSCREEN DRY TOUCH 50+ KIDS ROLL ON (6)	PC SUNSCN 50+ KIDS RON 50ML NF	PC SUNSCREEN DRY TOUCH 50+ KIDS ROLL ON (6)	9316100005021	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	640C97F5-72C6-496B-8B43-44CCAD682FB7	!UNMAPPED	SODI CHLOR 0.9%   10ML 10 P/A	SODIUM CHLORIDE POLY AMP 0.9% 10ML	SODI CHLOR 0.9%   10ML 10 P/A	NULL	NULL	NULL	AP	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	64190160-4114-4291-8CB8-335947252421	!UNMAPPED	LISDEXAMFETAMINE	LISDEXAMFETAMINE CAPSULES 15MG	LISDEXAMFETAMINE	NULL	NULL	NULL	NULL	NULL	CAPSULES	15MG	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	6445D1DA-E449-4869-ABED-8FBA9588C6CB	!UNMAPPED	BISMUTH SUBSALICYLATE 120MG CAPSULES 56	BISMUTH SUBSALICYLATE 120MG CAPSULES 56	BISMUTH SUBSALICYLATE 120MG CAPSULES 56	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	6678ED47-FA4E-4BB2-AEAB-0F49C46ABA91	!UNMAPPED	BIOACTIVATED MAGNESIUM TABLETS 200MG 60	BIOACTIVATED MAGNESIUM TAB 200MG	BIOACTIVATED MAGNESIUM TABLETS 200MG 60	9334737000073	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	66E7A35A-FB96-4F64-82D2-8B2C97CEF934	!UNMAPPED	PHCY CARE MAGNESIUM TAB 100	PHCY CARE MAGNESIUM TAB 100	PHCY CARE MAGNESIUM TAB 100	9341571007076	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	672C76FA-A79E-4FAB-895B-3DD94EF9FADD	!UNMAPPED	GABAPENTIN MENTHOL IN BURROWS	GABAPENTIN MENTHOL IN BURROWS CREAM 6% 0.5%	GABAPENTIN MENTHOL IN BURROWS	NULL	NULL	NULL	NULL	NULL	CREAM	6% 0.5%	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	684B077B-E2B7-4425-8B03-2163997FBB2A	!UNMAPPED	DEXAMETHASONE	DEXAMETHASONE MOUTH WASH 0.01%	DEXAMETHASONE	NULL	NULL	NULL	NULL	NULL	MOUTH WASH	0.01%	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	6874A7D5-B6BF-4E49-A133-CCD13BA55967	!UNMAPPED	C-MYCIN/BENZOYL-5 TOPICAL	C-MYCIN/BENZOYL-5 TOPICAL GEL 1%	C-MYCIN/BENZOYL-5 TOPICAL	NULL	NULL	NULL	NULL	NULL	GEL	1%	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	696768E3-D714-4407-94D8-0A7316C4EFE4	!UNMAPPED	PANACHE 50ML	PANACHE 50ML	PANACHE 50ML	9314108440165	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	698E9F4D-B37F-416B-AF8E-9F7A6F86350F	!UNMAPPED	PC ANTIFUNGAL NAIL TREATMENT LACQ 5ML	PC ANTIFUNGAL NAIL TREATMENT LACQ 5ML	PC ANTI-FUNGAL NAIL TREATMENT 5ML (2)	9338475097296	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	69BAFB3F-63EE-4739-BC73-8576DE59B496	!UNMAPPED	VS CRANBERRY ULTRA 60TABS	VS CRANBERRY ULTRA 60TABS	VS CRANBERRY ULTRA 60TABS	9322935010895	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	6A6F1AC7-3534-4439-8B00-00283CB00B43	!UNMAPPED	OESTRADIOL 0.2% CREAM 100GM	OESTRADIOL 0.2% CREAM 100GM	OESTRADIOL 0.2% CREAM 100GM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	6AC3B131-2200-487A-B869-B1B79BD45398	!UNMAPPED	PLAX DENTAL RINSE GENTLE CARE 1 LT	PLAX DENTAL RINSE GENTLE CARE 1 LT	PLAX DENTAL RINSE GENTLE CARE 1 LT	8850006304105	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	6B105BA7-8022-48D9-9E60-65542D54C8E0	!UNMAPPED	MELOLIN 5CMX5CM	MELOLIN 5CMX5CM	MELOLIN 5CMX5CM	50223428	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	6B39BC53-6C2D-4938-B33B-5330F4C15B7B	!UNMAPPED	HYDROGEN PEROXIDE 20 6%(1)	HYDROGEN PEROXIDE 20 6%(1)	HYDROGEN PEROXIDE 20 6%(1)	9319912014557	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	6C474C94-7A9C-47C1-885B-052602A13D55	!UNMAPPED	FAULDING SFOOD CNUT OIL 300G	FAULDING SFOOD CNUT OIL 300G	FAULDING SFOOD CNUT OIL 300G	9316100000057	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	6CAC8B79-3A46-424F-908A-326007972ACF	!UNMAPPED	BG GOLD MEMORY SHARP 30S (BRAI	BG GOLD MEMORY SHARP 30S (BRAI	BG GOLD MEMORY SHARP 30S (BRAI	9323503023897	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	6CBFF278-1E67-4741-A40E-33490761C449	!UNMAPPED	CADBURY CHERRY RIPE 52G	CADBURY CHERRY RIPE 52G	CADBURY CHERRY RIPE 52G	9300617408741	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	6D660D0C-4339-4001-BCA4-FA75B91F4AC8	!UNMAPPED	REANDRON 1000MG/4ML AMP	REANDRON 1000MG/4ML AMP	REANDRON 1000MG/4ML AMP	9323911001999	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	6D9B59FE-51CF-476B-8C34-A79F4696CF7E	!UNMAPPED	MENALIND PROFESSIONAL 200MLS	MENALIND PROFESSIONAL 200MLS CREAM	MENALIND PROFESSIONAL 200MLS	NULL	NULL	NULL	NULL	NULL	CREAM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	6DA7CAD4-5B02-44E1-856E-1A438FE24C63	!UNMAPPED	PILL CRUSH POUCH SILENT KNIGHT 1000	PILL CRUSH POUCH SILENT KNIGHT 1000	PILL CRUSH POUCH SILENT KNIGHT 1000	901478	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	6E947CCB-7A67-48DE-B9F7-4D7464B86412	!UNMAPPED	AIM T/PASTE ORIG 90G	AIM T/PASTE ORIG 90G	AIM T/PASTE ORIG 90G	9333441006227	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	6ED3AAB2-3ED0-42B6-BEE2-40C2F11F65DA	!UNMAPPED	DOVE S/POO NOURISH OIL CARE (3)	DOVE S/POO NOURISH OIL CARE (3)	DOVE S/POO NOURISH OIL CARE (3)	8851932348607	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	6EE13295-9B02-453D-A5D8-E049495C8B04	!UNMAPPED	BIEST/PG/DHEA/TT 1.5/100/12.5/3MG TROCHE 30	BIEST/PG/DHEA/TT 1.5/100/12.5/3MG TROCHE 30	BIEST/PG/DHEA/TT 1.5/100/12.5/3MG TROCHE 30	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	6F7F4A06-8342-417D-8422-A61BAB6CE27E	!UNMAPPED	METHYL GUARD PLUS 90 VEGGIE CAPS	METHYL GUARD PLUS 90 VEGGIE CAPS	METHYL GUARD PLUS 90 VEGGIE CAPS	693749789017	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	703F07A7-FE4D-4E3F-8DD6-F822524E1499	!UNMAPPED	HYDROXYZINE HCL 25MG 90 CAPS	HYDROXYZINE HCL 25MG 90 CAPS	HYDROXYZINE HCL 25MG 90 CAPS	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	70C371DC-AD96-4D34-868A-E26785816B55	!UNMAPPED	GENRX PRAZOSIN 1MG TAB 100	PRAZOSIN 1MG T (GX)	GENRX PRAZOSIN 1MG TAB 100	9323503030826	NULL	NULL	GX	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	70FC194D-E282-4EF9-811A-1342802FC3C2	!UNMAPPED	PHCY CARE MIGRAINE HDACHE & NAUS RLF 8	PHCY CARE MIGRAINE HDACHE & NAUS RLF  (S	PHCY CARE MIGRAINE HDACHE & NAUS RLF 8	9341571010137	NULL	NULL	P4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	7226378C-1A52-4234-9877-726A55738E1E	!UNMAPPED	NIVEA DEOD R/ON INVIS B&W CL	NIVEA DEOD R/ON INVIS B&W CL	NIVEA DEOD R/ON INVIS B&W CL	4005900036575	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	729B48BB-2BE7-473C-8CBE-DCF47EC8EB16	!UNMAPPED	TRIEST	TRIEST TROCHES 4MG	TRIEST	NULL	NULL	NULL	NULL	NULL	TROCHES	4MG	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	72D72BA0-4F5F-4854-8344-2286C7BFD5AE	!UNMAPPED	OPSITE P/OP SINGLE 5X5CM	OPSITE P/OP SINGLE 5X5CM	OPSITE P/OP SINGLE 5X5CM	5000223441210	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	73194714-0F33-4141-BBE0-B02895BAE90A	!UNMAPPED	TRUE RESULT STRIPS	TRUE RESULT STRIPS	TRUE RESULT STRIPS	5420040802290	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	738895C6-37F9-4BDF-AD89-2593CDA1B1C0	!UNMAPPED	NIVEA DEOD R/ON PEARL&BEAUTY	NIVEA DEOD R/ON PEARL&BEAUTY	NIVEA DEOD R/ON PEARL&BEAUTY	4005808837359	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	73EAC81E-7C19-4DBA-9DD4-E3A5C13B2653	!UNMAPPED	VO5 ADV MOUSSE MEGA HOLD 200GM (1)	VO5 ADV MOUSSE MEGA HOLD 200GM (1)	VO5 ADV MOUSSE MEGA HOLD 200GM (1)	9310158168219	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	73F6F64D-C9F3-4670-8FA7-875AEF6AE8FD	!UNMAPPED	4ME TWEEZER GLD FLAT_	4ME TWEEZER GLD FLAT_	4ME TWEEZER GLD FLAT_	9316100264367	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	748FA26B-E4A9-4C1B-8157-A30DC8135891	!UNMAPPED	LOREAL ELNETT EX/HOLD H/SPRAY	LOREAL ELNETT EX/HOLD H/SPRAY	LOREAL ELNETT EX/HOLD H/SPRAY	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	74CCC561-8B1F-43D2-840F-671AD7E32AE4	!UNMAPPED	CM SORB&GLYC PMP 1LTR NS (6)	CM SORB&GLYC PMP 1LTR NS (6)	CM SORB&GLYC PMP 1LTR NS (6)	9316100687081	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	74EEE778-19C5-4AC6-8FFD-485F96F6EB3A	!UNMAPPED	NILSTAT VAGINAL CRM 75G	NILSTAT VAGINAL CRM 75G	NILSTAT VAGINAL CRM 75G	9316626102198	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	75819579-3EC9-4B45-83BA-C38DB1ED3CB1	!UNMAPPED	PARACETAMOL OSTEO TAB 665MG 96	PARACETAMOL OSTEO TAB 665MG 96	PARACETAMOL OSTEO TAB 665MG 96	853	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	761611E4-E069-440D-A333-163F028E872B	!UNMAPPED	CRUTCH TIP GREY 22MM	CRUTCH TIP GREY 22MM	CRUTCH TIP GREY 22MM	9324339008737	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	76905790-EEB0-46B4-AA70-F7BAF786F13C	!UNMAPPED	BODIGRIP SIZE F 6.75CMX1M FLESH (3)ASST	BODIGRIP SIZE F 6.75CMX1M FLESH (3)ASST	BODIGRIP SIZE F 6.75CMX1M FLESH (3)ASST	9325334013498	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	76930E22-3E99-441F-A543-A406A47535DC	!UNMAPPED	OVAL STERILE EYE PADS	OVAL STERILE EYE PADS	OVAL STERILE EYE PADS	616784335919	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	76E6BB48-18BF-448D-A63D-3E1CA60DA8E9	!UNMAPPED	BRETARIS GENUAIR INH 322MCG 60DOSE	BRETARIS GENUAIR INHL 322MCG 60	BRETARIS GENUAIR INH 322MCG 60DOSE	8430308031949	NULL	NULL	FK	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	771BD4C3-C6D6-4621-948F-5B415CC4EA21	!UNMAPPED	CARDIO X 400GM	CARDIO X 400GM	CARDIO X 400GM	9315771005774	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	7753D548-5427-4B96-AB37-1CA2DF7B2CEF	!UNMAPPED	NO 2284 MEGA MENS MULTIVIT 90	NO 2284 MEGA MENS MULTIVIT 90	NO 2284 MEGA MENS MULTIVIT 90	9316090228400	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	77ACFA31-6A94-40D9-AA1A-F37868EF5C7A	!UNMAPPED	SCW EX/CARE COND MURRK O&COMLK400ML	SCW EX/CARE COND MURRK O&COMLK400ML	SCW EX/CARE COND MURRK O&COMLK400ML	9310714213094	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	786A75DA-843F-450C-AF58-BF7A4CF0DCAD	!UNMAPPED	DOUBLE LOWER HERNIA SUPPORT- MEDIUM	DOUBLE LOWER HERNIA SUPPORT- MEDIUM	DOUBLE LOWER HERNIA SUPPORT- MEDIUM	8692195602125	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	78C02DCB-9038-400C-B28A-1E4DA327E4B6	!UNMAPPED	SEATONE CAP 125 MCFARLANE	SEATONE CAP 125 MCFARLANE	SEATONE CAP 125 MCFARLANE	93237925	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	792F6028-6BE1-4D31-9D8C-1B314EBF5A3D	!UNMAPPED	VITAMIN D3 50,000 UNITS CAPSULE 1	VITAMIN D3 50,000 UNITS CAPSULE 1	VITAMIN D3 50,000 UNITS CAPSULE 1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	79708A83-C8EF-4F15-8FFD-FF8824784757	!UNMAPPED	PANADOL PANAFLEX HEAT PATCHES 3	PANADOL PANAFLEX HEAT PATCHES 3	PANADOL PANAFLEX HEAT PATCHES 3	9300673827043	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	7A6BC34A-D13E-423B-99D3-AB1999B7BCC5	!UNMAPPED	CLAIROL H/ESS S/POO COL ME H (3)	CLAIROL H/ESS S/POO COL ME H (3)	CLAIROL H/ESS S/POO COL ME H (3)	4902430118804	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
